[eSearchID]	[smart_phone_user_check]	[current_phone]	[current_phone] [other]	[SmartPhone_Model]	[alt_phone]	[Searching_and_Trying.0]	[Searching_and_Trying.1]	[Searching_and_Trying.2]	[Defending.0]	[Defending.1]	[Defending.2]	[Staying.0]	[Staying.1]	[Staying.2]	[Staying.3]	[Upgrading.0]	[Upgrading.1]	[Upgrading.2]	[Upgrading.3]	[Opposing.0]	[Opposing.1]	[Opposing.2]	[Opposing.3]	[Threats_to_Social_Identity.0]	[Threats_to_Social_Identity.1]	[Threats_to_Social_Identity.2]	[Threats_to_Social_Identity.3]	[Threats_to_Self_Image.0]	[Threats_to_Self_Image.1]	[Threats_to_Self_Image.2]	[Threats_to_Self_Image.3]	[Threats_to_Ability.0]	[Threats_to_Ability.1]	[Threats_to_Ability.2]	[Threats_to_Ability.3]	[Transfer_Cost.0]	[Transfer_Cost.1]	[Transfer_Cost.2]	[Transfer_Cost.3]	[Learning_Cost.0]	[Learning_Cost.1]	[Learning_Cost.2]	[Learning_Cost.3]	[Search_Cost.0]	[Search_Cost.1]	[Search_Cost.2]	[Service_Uncertainty.0]	[Service_Uncertainty.1]	[Service_Uncertainty.2]	[Benefit_Loss_Cost.0]	[Benefit_Loss_Cost.1]	[Benefit_Loss_Cost.2]	[Benefit_Loss_Cost.3]	[User_Identification.0]	[User_Identification.1]	[User_Identification.2]	[Brand_Identification.0]	[Brand_Identification.1]	[Brand_Identification.2]	[Brand_Identification.3]	[Alt_image.0]	[Alt_image.1]	[Alt_image.2]	[Habit.0]	[Habit.1]	[Habit.2]	[Habit.3]	[Inertia_Cognitive.0]	[Inertia_Cognitive.1]	[Inertia_Cognitive.2]	[Inertia_Behavioral.0]	[Inertia_Behavioral.1]	[Inertia_Behavioral.2]	[Inertia_Behavioral.3]	[Inertia_Affective.0]	[Inertia_Affective.1]	[Inertia_Affective.2]	[Self_efficacy.0]	[Self_efficacy.1]	[Self_efficacy.2]	[Self_efficacy.3]	[Ease_of_Use.0]	[Ease_of_Use.1]	[Ease_of_Use.2]	[Relative_Advantage.0]	[Relative_Advantage.1]	[Relative_Advantage.2]	[Familiarity.0]	[Familiarity.1]	[Familiarity.2]	[Relative_price]	[Smartphone_Attentiveness.0]	[Smartphone_Attentiveness.1]	[Smartphone_Attentiveness.2]	[Ego_Involvement.0]	[Ego_Involvement.1]	[Ego_Involvement.2]	[Gender]	[Age]	[Household_Income.0]	[Smartphone_Experience.0]	[Smartphone_Experience.1]	[Smartphone_Experience.2]	[Frequency]
SR062614	1	3		amaze	2	5	5	4	6	5	6	5	6	4	5	4	3	4	5	3	3	3	2	4	2	6	1	2	1	1	2	2	2	3	3	3	4	2	3	5	6	5	5	7	6	6	4	7	4	4	4	3	2	4	4	4	2	2	2	2	2	4	1	4	2	6	2	4	5	6	3	4	3	4	4	4	5	5	2	5	5	4	4	4	4	4	4	2	2	4	7	3	5	3	1	1	2	0	5	6	1	3	3	4
1160874	1	1		5S	2	1	1	1	7	7	7	7	4	7	7	7	7	7	7	4	4	4	1	3	3	2	2	2	2	6	7	7	7	7	7	4	4	5	4	7	7	7	7	7	7	7	7	7	7	7	7	7	5	6	6	6	7	7	7	7	4	4	4	7	7	7	7	5	4	5	5	5	5	5	5	5	3	5	5	5	5	4	4	4	4	4	4	3	3	3	3	4	2	2	5	6	7	1	3	13	3	7	5	5
SR062614	1	1		4	2	5	5	5	3	4	4	4	6	4	4	3	3	3	4	2	2	2	1	1	1	4	1	1	1	1	4	6	4	4	4	3	2	2	1	3	5	4	2	2	4	3	4	5	3	4	4	4	3	1	2	2	1	1	1	1	1	1	1	6	6	5	3	7	7	7	3	4	3	3	5	5	3	6	5	6	6	6	6	6	4	4	4	1	1	1	4	1	1	2	1	1	1	1	4	5	1	7	4	3
1238291	1	6		Lumia 520	1	3	3	4	6	6	5	6	7	4	5	5	6	5	4	1	1	1	1	1	1	1	1	1	1	1	4	1	4	3	2	4	2	2	3	5	5	4	3	5	4	5	4	4	4	5	5	4	4	4	4	4	5	5	5	5	4	5	4	6	4	5	3	5	5	5	3	5	5	5	5	5	2	6	6	6	6	7	7	7	4	4	4	1	5	5	7	2	2	2	4	3	5	0	5	4	1	2	2	1
1254158	1	2		S2	1	4	4	4	6	6	6	6	6	6	6	6	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	6	6	6	6	6	5	5	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	5	3	5	6	5	5	5	6	6	6	0	5	4	1	1	1	4
525499	1	1		4s	2	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	1	1	1	7	4	4	7	7	7	7	7	7	7	7	7	7	7	7	4	7	7	7	4	7	7	1	1	1	1	1	1	1	4	6	6	7	7	7	7	7	7	7	4	7	7	7	7	7	7	7	7	7	7	5	5	3	7	7	7	4	1	1	4	1	1	1	1	1	1	1	5	10	2	3	1	5
1338664	1	2		S5	1	5	5	2	5	3	6	4	7	5	5	6	7	7	2	4	4	5	3	2	6	1	7	7	7	5	7	5	6	2	7	3	3	5	5	6	7	6	7	5	6	4	7	5	7	6	7	6	2	4	4	4	3	4	5	5	2	6	3	7	6	7	6	2	2	7	3	2	1	1	5	7	2	6	5	7	7	3	2	1	2	1	1	1	7	1	4	6	6	6	1	1	1	0	3	8	4	7	2	3
1365764	1	2		S4	1	1	1	1	4	1	1	5	7	7	7	1	1	1	4	1	1	1	1	1	1	4	1	1	1	1	5	1	1	1	1	3	1	2	1	1	1	2	1	5	1	2	4	7	4	4	1	1	1	4	4	4	1	1	1	1	1	1	1	1	1	4	6	3	3	6	1	1	1	1	4	1	1	7	7	7	7	7	7	7	4	4	4	1	3	2	4	1	1	1	1	1	1	0	2	8	1	1	1	3
1023160	1	3		sensation	2	6	6	4	5	5	7	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	2	2	1	2	1	2	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	5	5	5	1	1	1	1	1	1	2	2	4	1	7	7	7	7	7	7	7	7	7	7	1	1	1	5	3	6	6	1	1	4	0	5	2	4	4	2	4
1072996	1	2		s3	1	6	5	4	5	5	4	5	5	4	5	5	5	5	5	4	4	3	2	2	2	1	2	1	1	1	2	2	3	5	6	5	5	5	4	5	6	5	5	5	5	5	4	3	3	3	3	3	3	4	4	4	1	2	1	1	4	5	5	6	5	5	5	5	5	5	5	5	6	6	6	5	4	4	4	5	5	5	5	4	5	5	5	2	1	1	6	4	4	4	2	1	4	0	5	3	2	6	1	3
1430795	1	3		8X	2	6	6	5	6	6	4	4	4	6	4	4	4	4	4	2	2	3	1	2	1	1	1	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	3	2	2	5	2	4	4	4	2	1	4	4	4	4	4	4	4	4	1	1	6	6	4	4	1	1	7	1	1	1	4	4	4	1	7	7	7	7	6	6	6	4	4	4	5	6	5	7	6	6	6	1	1	4	0	4	16	7	6	2	4
1171607	1	6		5	2	6	7	5	4	4	4	3	5	3	4	4	4	3	4	2	2	2	2	4	4	4	4	4	2	2	4	3	3	3	5	4	3	4	4	5	6	6	5	6	5	5	4	5	2	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	6	5	5	4	5	4	4	4	4	4	4	4	4	3	3	3	7	3	4	4	4	3	3	0	5	3	1	5	5	1
106743	1	4		Optimus	2	4	4	4	1	1	4	1	1	2	1	1	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	2	2	1	2	1	2	2	1	1	3	2	2	3	2	3	3	3	4	4	4	7	7	7	5	7	7	7	7	7	3	1	4	4	3	7	2	4
1290273	1	1		5s	2	5	6	4	5	4	3	2	3	3	3	2	4	4	1	1	1	2	1	5	2	6	2	2	1	2	2	1	1	1	1	2	2	2	1	2	3	1	2	6	6	3	4	6	5	3	5	5	5	1	1	1	4	2	3	3	2	2	2	5	6	6	5	3	3	5	2	5	5	5	5	5	3	6	6	7	7	5	5	5	4	4	4	2	4	5	4	3	3	2	2	1	5	1	6	5	1	5	2	3
1206985	1	3		sensation	2	7	4	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	7	7	7	7	1	7	7	7	7	7	7	1	1	7	7	7	1	7	7	1	7	7	1	7	5	4	7	7	4	7		7	7	4	5	7	7	7	4	7	4	7	7	1	4	7	7	7	4	7	4	7	3	7	4	7	4	7	7	7	4	7	5	7	4	7	7	4	7	1	4	1	1	1	1	7
1518877	1	2		galaxy 4	1	5	5	4	7	7	7	7	7	6	7	7	7	7	7	4	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	1	4	4	4	4	2	4	4	5	7	4	5	4	3	1	4	4	4	2	4	4	1	4	2	2	3	2	7	2	6	6	6	4	3	3	5	6	6	2	6	6	7	7	7	7	7	4	4	4	4	4	5	5	2	2	1	4	1	5	1	6	4	3	6	1	4
164230	1	1		s4	2	1	1	1	4	4	4	3	7	3	3	3	3	3	7	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	4	5	5	4	7	7	7	7	7	7	3	3	5	4	5	4	5	3	4	4	4	1	1	1	1	1	1	1	3	3	3	3	1	1	1	1	1	1	5	5	4	5	1	1	1	1	1	1	1	4	4	4	1	5	4	7	1	1	1	1	1	1	1	6	9	1	1	1	1
74748	1	3		One M8	2	5	5	2	5	5	5	6	6	6	6	3	4	5	6	4	2	2	2	2	2	2	2	2	2	4	4	4	5	5	5	5	4	5	4	5	4	5	4	5	4	4	4	4	4	4	4	4	3	4	4	4	5	4		4	4	4	4	5	3	5	4	4	4	4	5	5	5	5	6	6	4	3	3	5	5	4	4	4	4	4	4	4	3	3	4	4	5	5	5	5	5	1	5	9	1	3	3	3
544302	1	2		Galaxy S	1	4	4	6	2	2	3	2	2	1	2	3	1	1	2	3	5	5	7	5	7	7	7	4	5	2	1	3	2	3	3	4	6	3	5	2	3	3	3	3	3	2	4	2	4	2	2	5	5	4	4	4	5	3	5	5	3	3	6	2	4	3	2	2	2	2	4	3	3	2	2	2	3	4	5	4	3	4	4	4	4	4	4	6	7	7	6	5	3	3	5	6	3	0	4	4	1	2	2	3
99015	1	2		Galaxy Note 2	1	3	3	4	5	5	5	3	4	4	4	3	5	5	3	4	3	3	3	6	1	4	2	3	3	3	4	3	5	5	5	5	5	3	4	5	5	6	5	6	6	6	5	5	5	3	3	3	3	2	2	2	4	4	4	4	3	2	2	6	6	6	5	3	3	5	3	5	5	6	6	5	4	5	5	3	3	3	3	3	3	3	3	1	2	3	6	2	2	2	4	3	3	0	6	3	5	7	1	3
1057168	1	1		S	2	4	5	2	5	4	5	4	5	4	4	3	5	4	3	4	2	3	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	2	3	3	2	4	3	4	5	7	4	4	5	3	1	3	4	3	3	5	5	4	1	1	1	6	6	6	6	4	4	4	4	4	5	6	6	6	1	7	6	7	7	4	4	4	3	4	4	1	1	4	3	4	4	5	4	4	5	1	4	5	1	7	7	4
1279438	1	1		5	2	1	1	1	6	2	4	6	7	6	7	5	5	6	7	4	3	4	4	1	1	1	1	1	1	7	5	2	5	3	6	5	6	4	7	7	7	7	7	6	6	6	7	7	7	5	6	3	1	7	5	4	4	5	4	4	1	1	1	7	7	7	4	5	5	7	6	6	6	7	7	7	7	6	6	2	2	3	4	4	4	4	4	1	1	1	2	1	1	4	1	1	4	1	5	5	1	2	2	6
1143514	1	2		s4 mini	1	3	3	2	4	4	4	5	6	4	5	4	4	5	6	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	6	5	5	6	5	5	5	5	4	4	4	4	4	4	4	4	4	4	1	4	4	4	4	4	4	4	4	5	4	5	5	5	4	4	5	4	5	5	4	4	3	5	4	4	4	4	4	4	4	2	4	3	5	2	2	2	1	2	2	0	5	11	1	3	1	4
1267935	1	1		iphone 4s	2	2	2	2	6	6	6	5	4	5	6	6	6	6	4	4	4	4	3	4	2	4	1	5	3	5	5	4	5	5	5	6	5	4	4	6	5	6	5	6	6	6	6	6	4	5	5	4	4	4	4	4	3	5	5	4	3	3	2	7	7	7	7	7	6	7	6	6	6	7	7	7	5	4	2	5	4	4	4	4	4	4	4	1	1	1	4	3	2	2	4	5	7	1	3	5	1	5	3	5
1158330	1	2			1	1	1	1	5	7	7	7	7	7	7	7	7	7	7	7	6	6	6	4	2	2	3	6	7	7	7	1	4	7	7	5	7	5	5	7	7	7	7	7	7	7	7	7	7	7	6	7	7	4	5	4	5	6	4	4	4	4	5	5	4	4	4	5	5	5	5	6	5	5	5	4	4	5	5	5	6	4	5	5	5	4	5	5	6	5	7	1	3	1	1	1	4	1	3	1	1	1	1	5
1189848	1	5		Droid	2	1	1	1	2	2	2	5	5	5	5	6	6	6	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	5	5	4	4	4	4	4	4	1	1	1	4	2	2	2	3	3	4	1	3	6	1	4	2	3
56504	1	1		5	2	6	6	4	6	6	5	4	5	4	4	2	5	4	5	2	2	2	1	7	1	1	1	1	1	1	1	5	3	3	3	2	6	5	3	6	6	6	5	6	6	5	2	2	2	3	2	2	2	2	2	2	3	4	4	4	1	1	1	6	6	6	6	5	5	5	5	5	5	5	5	7	3	3	4	3	5	4	4	4	4	4	4	5	5	5	4	3	3	3	4	4	4	1	6	9	1	4	2	5
SR062614	1	1		5c	2	1	1	2	4	3	3	4	4	4	4	5	4	4	4	5	5	4	6	3	3	6	6	5	5	5	7	5	3	4	4	2	3	2	5	1	4	1	3	2	2	2	4	2	2	3	3	2	3	3	3	3	2	2	2	3	4	5	5	2	1	5	2	4	3	4	3	2	3	3	3	2	3	2	3	3	3	3	3	2	3	3	4	3	3	4	4	3	3	3	2	2	3	0	3	15	5	7	1	5
1533006	1	4		nexus5	2	5	5	4	7	7	7	5	6	4	6	5	5	6	6	1	1	1	1	4	4	4	4	4	4	4	4	4	1	1	1	2	2	2	2	2	2	2	2	2	2	2	7	7	7	7	7	4	4	4	4	4	4	4	5	5	1	1	1	7	7	7	4	6	4	6	4	6	6	6	7	7	4	7	7	7	7	6	4	4	2	1	1	5	7	6	7	7	7	7	1	1	1	0	4	11	4	5	1	6
123672	1	2		S4 mini	1	4	4	4	1	1	1	2	3	2	2	2	3	2	3	4	6	4	6	6	6	7	6	6	6	6	4	6	6	6	6	6	5	6	5	6	6	5	4	3	2	4	5	3	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	2	2	2	4	5	5	4	3	3	3	3	3	3	5	1	1	1	1	1	1	1	4	4	4	7	7	3	6	4	4	4	4	4	2	1	4	11	2	7	1	5
1020328	1	1		4	2	1	1	1	3	2	2	2	7	1	7	4	6	4	4	3	3	3	3	3	3	2	1	2	3	2	3	1	2	2	2	3	3	3	3	3	3	5	4	3	3	4	3	3	3	7	4	3	3	3	3	3	1	1	1	1	3	3	3	4	4	4	1	7	7	7	6	6	6	6	6	4	1	5	4	6	7	6	5	5	3	3	3	1	1	1	5	1	5	1	1	1	1	0	4	3	1	4	4	3
132744	1	1			2	2	2	2	6	6	6	6	6	6	6	6	7	7	6	3	1	1	1	1	1	1	1	3	3	6	6	7	7	7	7	7	6	5	6	7	7	7	7	7	7	7	1	5	6	4	4	4	4	3	2	2	1	1	1	1	1	5	5	6	5	3	7	6	5	7	7	5	7	7	7	5	7	2	1	2	3	1	4	4	6	6	3	1	1	1	5	1	1	1	2	2	6	1	6	5	1	3	1	3
67076	1	2		Galaxy S3	1	1	1	2	6	6	6	5	6	4	5	4	5	4	6	5	4	4	3	4	4	2	2	4	2	3	2	4	5	4	6	6	4	4	5	5	4	5	5	4	3	5	5	6	4	4	4	4	3	4	4	4	3	4	5	4	4	4	4	6	5	5	5	5	5	5	5	5	5	5	6	5	6	4	4	4	5	3	3	4	4	4	4	2	3	3	5	2	2	2	3	3	4	1	7	13	1	2	2	2
1393881	1	1		5c	2	1	1	1	1	7	7	7	7	7	7	7	7	7	1	7	7	7	4	1	1	1	1	4	1	7	7	7	1	1	1	1	1	1	1	1	4	4	2	4	4	4	4	4	5	4	3	1	1	5	1	3	1	1	1	1	1	1	1	7	4	7	6	1	1	4	1	1	1	1	1	4	3	1	7	7	7	4	4	3	1	1	1	1	1	1	4	3	4	3	3	1	1	0	5	3	4	7	1	4
57720	1	9	xte		1	1	1	1	5	1	4	7	7	3	7	4	5	2	7	4	5	5	3	4	2	5	6	5	5	3	6	2	2	2	6	5	3	6	3	6	5	5	5	6	6	6	4	4	5	7	7	2	1	4	5	5	5	2	4	4	5	7	7	1	1	1	1	7	7	7	1	1	1	4	1	1	1	2	1	7	5	4	3	4	1	1	1	1	1	5	7	1	1	1	1	1	1	1	5	11	1	2	1	1
175451	1	2		Galaxy Note2	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	7	7	7	7	7	1	1	7	4	4	4	7	4	7	7	5	4	4	6	4	3	7	7	5	5	4	5	4	5	5	5	5	4	3	1	1	6	6	6	6	6	6	6	6	6	6	7	7	7	6	6	6	4	5	2	2	1	1	1	1	2	2	5	7	5	4	5	5	4	5	0	5	3	4	7	4	6
142986	1	1		5s	2	5	5	4	5	6	5	3	5	4	2	2	4	4	5	3	3	3	2	3	1	3	3	3	2	2	2	3	3	2	2	4	4	4	4	4	4	3	4	5	5	3	4	4	4	3	3	3	3	4	4	4	3	3	3	3	3	3	3	4	4	4	3	5	5	5	4	4	4	5	5	4	3	6	6	6	7	4	4	4	4	4	4	2	1	2	3	1	1	1	1	1	1	0	7	16	2	4	3	3
SR062614	1	2		Galaxy 3	1	2	2	3	3	1	1	3	2	3	2	3	2	2	3	4	4	4	4	5	4	5	6	4	4	4	4	3	3	3	3	2	3	2	3	2	2	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	2	1	1	1	2	2	2	1	1	1	1	1	1	1	4	3	5	3	5	4	4	3	3	3	5	3	5	5	3	4	4	2	2	1	1	6	9	1	7	2	6
1469259	1	2		note 3	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	7	0	3	5	2	2	1	4
1532787	1	2		Galaxy S4	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	3	4	1	7	7	7	7	4	4	4	4	6	4	5	6	4	7	4	6	6	6	7	6	5	5	7	7	7	7	7	7	7	5	6	6	6	1	2	1	6	6	7	4	5	5	5	6	6	6	7	7	7	7	7	7	7	7	5	6	2	2	1	1	5	6	6	5	4	2	3	4	4	7	0	5	3	2	4	2	3
1408742	1	2		s4	1	6	6	6	5	6	6	5	6	5	6	5	6	5	6	5	6	6	5	5	6	5	5	4	6	5	6	4	5	6	6	4	6	4	5	5	7	6	5	6	7	5	5	6	6	4	5	5	6	4	5	6	6	6	6	5	4	5	4	5	5	4	5	5	6	5	4	5	5	4	4	6	5	4	4	6	4	5	6	5	4	5	5	5	4	5	5	6	4	5	5	4	5	0	5	2	2	4	4	5
143163	1	9	droid	droid	1	1	1	1	7	7	5	1	1	1	1	1	1	1	1	4	4	4	6	4	4	4	7	5	4	4	6	6	4	6	7	1	1	1	6	4	2	1	2	1	3	2	3	3	2	2	1	2	3	3	3	3	2	2	3	4	3	3	4	1	2	2	1	2	2	3	4	4	4	5	2	1	2	2	2	2	2	4	4	3	4	4	4	4	7	5	6	5	5	5	5	4	5	0	6	12	2	6	6	6
495009	1	1		5S	2	7	7	4	6	6	1	7	7	5	7	6	6	6	4	2	2	2	3	2	2	1	1	1	1	1	4	4	5	2	3	2	2	2	3	5	5	4	4	5	5	3	4	5	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	7	7	7	7	6	6	6	5	6	5	7	6	6	4	6	6	7	5	4	3	4	4	4	4	2	2	2	3	6	3	4	2	2	5	1	3	6	1	4	1	4
1551742	1	4		Optimus Q	1	5	5	2	6	5	6	5	5	3	5	4	3	2	4	6	6	6	5	5	2	3	2	3	2	1	4	2	5	5	5	5	5	3	3	6	5	5	3	5	3	2	5	7	2	5	5	1	1	4	4	5	4	4	2	4	7	7	5	3	3	3	2	6	5	6	4	4	4	6	5	5	2	5	5	6	6	5	5	5	6	6	6	1	2	3	7	1	2	1	2	2	4	1	3	5	1	6	1	2
563995	1	2		S3	1	1	1	5	3	5	3	4	2	4	3	5	5	6	7	5	7	7	7	7	7	7	7	7	7	7	5	7	7	7	5	5	7	6	7	3	5	2	5	3	3	6	5	4	6	7	7	7	7	7	7	7	7	7	7	7	4	3	4	3	3	5	3	3	3	2	3	2	2	3	2	4	6	3	5	3	5	1	2	2	4	4	3	7	7	3	6	7	7	7	7	7	7	0	4	6	2	3	1	2
1003138	1	2		S4	1	7	7	7	7	7	7	4	7	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	3	2	2	3	2	3	2	2	1	3	3	4	3	5	5	4	7	7	7	7	1	4	3	7	7	7	7	4	3	4	3	4	4	7	7	7	3	7	7	7	7	7	7	7	5	4	4	5	7	7	6	6	6	6	7	6	7	0	5	9	4	7	2	6
912690	1	5		droid mini	2	5	4	2	5	5	5	3	5	4	5	1	5	3	1	1	1	5	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	6	6	6	4	7	7	7	7	7	7	7	7	4	1	7	6	6	6	6	6	6	4	4	4	2	2	6	4	1	1	1	1	1	1	0	5	3	3	6	5	3
1019105	1	4		nexus4	2	6	6	7	5	5	4	4	5	4	4	5	5	5	4	3	3	3	2	3	2	1	2	2	1	1	2	2	3	3	3	4	3	4	4	5	5	5	4	5	5	4	5	5	4	3	4	4	3	4	4	3	5	5	5	4	5	6	5	6	5	6	6	5	5	5	5	6	5	6	6	6	4	6	6	5	6	5	5	4	5	6	6	5	5	5	6	5	4	5	4	4	5	0	5	5	3	4	1	4
1557698	1	2		galaxy exhibit	1	3	3	1	3	3	3	4	5	4	5	3	3	3	6	4	6	6	7	6	6	6	6	7	7	7	7	7	5	5	6	5	5	5	7	3	3	3	3	3	5	6	7	2	5	3	6	6	5	7	7	7	7	7	6	6	3	2	2	2	3	3	2	4	4	4	4	4	4	4	4	4	4	1	1	4	5	2	2	2	4	4	4	4	3	3	7	4	4	4	3	4	4	1	2	1	3	4	1	6
1100347	1	1		iPhone 5	2	7	7	7	4	4	5	2	2	1	4	1	1	3	1	4	3	4	1	1	1	1	1	1	1	3	4	4	5	5	5	4	7	5	4	5	6	7	7	4	4	5	4	7	4	7	7	7	2	4	4	4	5	4	5	5	1	1	4	7	4	5	4	3	1	1	2	4	4	4	4	4	3	7	4	6	4	4	3	4	4	4	4	1	5	4	4	5	6	7	4	4	5	0	5	7	2	7	5	4
411737	1	1		5s	2	2	2	1	3	2	2	6	4	4	6	4	4	4	7	3	2	2	1	2	2	1	1	2	2	2	3	1	2	5	3	4	3	2	5	5	5	5	5	5	5	3	4	6	4	4	2	2	2	2	2	4	1	3	3	2	1	1	1	1	1	4	2	5	5	5	2	3	2	3	4	3	2	2	1	5	5	3	4	4	3	1	2	3	4	5	5	1	2	1	1	1	1	0	6	12	2	3	1	4
1544202	1	1		5S	2	6	6	7	2	2	2	2	2	2	2	2	2	2	5	1	1	1	1	1	1	1	1	1	1	2	1	4	6	6	7	6	5	4	4	6	7	6	6	5	5	6	5	5	5	7	7	1	1	1	1	1	1	1	1	1	1	5	1	7	7	7	7	2	2	6	2	2	2	5	4	2	5	1	1	6	6	2	2	2	5	5	5	2	5	2	5	5	5	6	1	1	1	1	5	5	1	1	1	4
1561402	1	1		5S	2	3	3	4	4	4	4	2	3	3	3	4	3	4	2	5	6	6	6	4	6	6	6	6	6	6	6	6	3	4	3	3	5	6	7	3	3	3	4	2	2	2	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	3	3	3	3	4	4	4	4	4	4	3	4	5	2	2	4	4	4	4	4	4	6	6	7	4	5	6	6	7	7	2	1	4	7	7	7	3	5
1218113	1	1		4S	2	4	4	5	3	3	5	4	2	5	5	5	4	4	5	6	6	5	5	5	6	5	6	5	7	5	4	3	3	3	3	3	4	2	3	3	2	3	3	2	2	2	2	1	4	3	3	4	5	4	4	4	4	4	4	5	4	5	5	3	4	2	4	5	5	3	3	3	3	3	3	3	2	1	1	1	1	3	3	3	4	4	3	5	5	6	4	3	5	4	4	6	5	1	3	1	2	5	3	4
SR062614	1	1		4s	2	1	1	1	7	7	7	7	7	7	7	7	7	7	1	1	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	4	6	4	7	7	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	2	1	2	2	1	4	2	3	1	2	5	7	1	2	9	2	6	6	1
261633	1	1		4s	2	4	4	1	7	7	7	7	7	4	7	4	7	7	7	1	1	1	1	4	4	4	4	1	1	1	1	4	4	4	4	7	4	7	4	7	7	7	4	7	7	7	4	7	1	7	7	7	4	4	4	4	4	4	4	4	4	4	4	7	7	7	7	7	7	7	7	7	7	7	7	7	4	7	7	7	4	7	7	7	4	4	4	4	4	4	4	1	1	1	1	1	1	0	5	3	1	2	2	4
179553	1	2		Galaxy Proclaim	1	4	4	3	6	5	5	4	3	4	4	2	4	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	5	3	3	5	5	5	5	5	5	5	5	5	6	6	5	5	4	2	1	1	1	1	1	1	1	1	5	1	7	7	7	7	6	6	6	4	4	4	4	6	4	4	5	5	5	5	3	2	2	5	5	5	1	1	1	7	1	5	5	2	1	3	1	5	4	1	4	2	4
1177954	1	6		lumia	2	6	5	4	5	5	5	4	5	4	4	3	4	3	5	3	3	2	2	3	2	3	2	2	2	2	2	2	2	2	3	3	3	2	2	3	3	2	2	4	4	4	4	4	4	3	3	2	2	3	2	2	3	2	3	3	5	5	4	5	3	3	5	6	6	6	6	6	6	5	6	6	3	6	4	6	6	4	4	4	4	4	4	3	5	4	6	2	2	4	4	5	5	0	4	5	1	2	2	3
912125	1	9	IPhone 	iPhone 	1	1	1	1	7	7	7	7	7	7	7	1	1	1	1	4	1	1	4	7	6	7	7	7	7	6	7	7	7	6	6	1	1	1	1	2	2	2	5	2	3	7	1	1	6	4	4	5	5	1	1	4	5	4	5	4	5	6	2	7	7	7	6	7	7	7	1	7	7	7	7	7	7	5	5	6	7	6	1	4	7	7	7	4	7	6	7	1	4	5	1	1	6	1	6	9	2	3	1	3
